powermode_algo,infer_time_algo,bs_algo,interleaved_power_algo,power_budget,num_train_batches_algo,num_tries_algo,time_budget,arr_rate,powermode_optim,infer_time_optim,bs_optim,interleaved_power_optim,num_train_batches_optim,num_tries_optim,powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,num_train_batches_nn,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,powermode_nn_50,infer_time_nn_50,bs_nn_50,interleaved_power_nn_50,num_train_batches_nn_50,powermode_random_50,infer_time_random_50,bs_random_50,interleaved_power_random_50,num_train_batches_random_50
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,30,3.0,10.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,31,3.0,10.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,3.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,True,0.2798236608505249,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,32,3.0,10.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,False,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,33,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,34,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,35,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,36,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,37,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,38,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,39,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,40,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,41,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_930750000_3199000000,117.18793869018556,32.0,41.919,42,5.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_930750000_3199000000,117.18793869018556,32.0,41.919,43,5.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,44,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,45,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,46,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,47,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,48,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,49,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,50,4.0,11.0,1.7,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
,,,,10,,25.0,1.8,30.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,11,,25.0,1.8,30.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,12,,25.0,1.8,30.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,13,,25.0,1.8,30.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
,,,,14,,25.0,1.8,30.0,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,
4_422400_114750000_665600000,425.8926849365234,16.0,14.952,15,0.0,21.0,1.8,30.0,4_422400_114750000_665600000,425.8926849365234,16.0,14.952,0.0,1.0,,,,,,,,,,,True,,,,,,,,,,,
8_1651200_114750000_665600000,408.7168884277344,16.0,15.754,16,0.0,19.0,1.8,30.0,4_1651200_318750000_665600000,27.36411190032959,1.0,15.756,0.0,1.0,,,,,,4_1651200_318750000_665600000,27.36411190032959,1.0,15.756,0.0,True,,,,,,,8_1344000_114750000_665600000,409.6522674560547,16.0,15.35,0.0
8_1344000_114750000_2133000000,405.59376525878906,16.0,16.266,17,0.0,18.0,1.8,30.0,12_1651200_522750000_665600000,25.029839515686035,1.0,16.958,0.0,1.0,4_1651200_318750000_665600000,102.9282808303833,4.0,16.757,0.0,4_1651200_726750000_665600000,27.35188770294189,1.0,16.558,0.0,True,0.1029282808303833,,,,,,8_1344000_522750000_665600000,30.01535987854004,1.0,16.154,0.0
8_1958400_114750000_3199000000,402.4735107421875,16.0,17.872,18,0.0,17.0,1.8,30.0,8_729600_318750000_665600000,437.91822814941406,32.0,17.969,1.0,1.0,12_1036800_522750000_665600000,93.2842493057251,4.0,17.168,0.0,8_729600_318750000_665600000,437.91822814941406,32.0,17.969,1.0,True,0.0932842493057251,,,,,,8_1344000_522750000_665600000,30.01535987854004,1.0,16.154,0.0
8_1958400_114750000_3199000000,402.4735107421875,16.0,17.872,19,0.0,19.0,1.8,30.0,8_729600_522750000_665600000,400.2412414550781,32.0,18.975,1.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,0.0,4_1651200_318750000_665600000,430.02142333984375,32.0,18.775,1.0,False,0.0754066705703735,,,,,,8_1344000_522750000_665600000,30.01535987854004,1.0,16.154,0.0
8_2201600_114750000_3199000000,402.2345428466797,16.0,19.974,20,0.0,17.0,1.8,30.0,4_422400_726750000_3199000000,200.7223663330078,32.0,19.567,1.0,1.0,4_729600_726750000_2133000000,75.40667057037354,4.0,21.764,0.0,4_1344000_522750000_665600000,397.0534362792969,32.0,19.376,1.0,False,0.0754066705703735,,,,,,4_422400_930750000_3199000000,221.50316619873047,32.0,19.466,1.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,21,1.0,12.0,1.8,30.0,12_422400_726750000_2133000000,178.8219223022461,32.0,20.2665,1.0,1.0,8_1958400_930750000_3199000000,20.238637924194336,1.0,21.319,0.0,8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,1.0,True,0.0202386379241943,,,,,,4_422400_930750000_3199000000,221.50316619873047,32.0,19.466,1.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,22,1.0,13.0,1.8,30.0,4_1958400_318750000_2133000000,153.00701904296875,16.0,21.682,1.0,1.0,8_1958400_930750000_3199000000,20.238637924194336,1.0,21.319,0.0,8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,1.0,True,0.0202386379241943,12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,0.0,4_422400_930750000_3199000000,221.50316619873047,32.0,19.466,1.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,23,1.0,13.0,1.8,30.0,12_1958400_318750000_2133000000,302.44483947753906,32.0,22.688,2.0,1.0,12_1036800_522750000_3199000000,413.2893085479736,32.0,23.487,1.0,12_1958400_318750000_2133000000,302.44483947753906,32.0,22.688,2.0,True,0.4132893085479736,12_1036800_726750000_2133000000,50.95350742340088,4.0,21.783,0.0,12_422400_522750000_2133000000,220.09146118164065,32.0,22.092,1.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,24,1.0,13.0,1.8,30.0,12_2201600_318750000_3199000000,297.16209411621094,32.0,23.082,2.0,1.0,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,8_1651200_318750000_3199000000,299.4393005371094,32.0,23.388,2.0,True,0.3671594858169556,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_422400_522750000_2133000000,220.09146118164065,32.0,22.092,1.0
8_422400_726750000_2133000000,183.3189468383789,32.0,20.666,25,1.0,13.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1651200_726750000_2133000000,340.38496017456055,32.0,25.194,2.0,8_1651200_318750000_3199000000,299.4393005371094,32.0,23.388,2.0,True,0.3403849601745605,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,8_2201600_318750000_3199000000,297.2430419921875,32.0,24.39,2.0
8_1344000_522750000_2133000000,197.5581970214844,32.0,25.953,26,2.0,13.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,8_1651200_318750000_3199000000,299.4393005371094,32.0,23.388,2.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,8_2201600_318750000_3199000000,297.2430419921875,32.0,24.39,2.0
8_1344000_522750000_2133000000,197.5581970214844,32.0,25.953,27,2.0,13.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,4_1344000_522750000_3199000000,193.83287811279297,32.0,26.986,2.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,8_2201600_318750000_3199000000,297.2430419921875,32.0,24.39,2.0
8_1344000_522750000_3199000000,192.0930252075196,32.0,27.688,28,2.0,12.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,4_1344000_522750000_3199000000,193.83287811279297,32.0,26.986,2.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,8_2201600_318750000_3199000000,297.2430419921875,32.0,24.39,2.0
4_1958400_522750000_3199000000,188.8344116210937,32.0,28.69,29,3.0,12.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,30,3.0,10.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,4_1651200_726750000_3199000000,318.06957721710205,32.0,25.988,2.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,True,0.318069577217102,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,31,3.0,10.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,12_2201600_726750000_3199000000,279.8236608505249,32.0,31.898,3.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,True,0.2798236608505249,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
12_1344000_726750000_2133000000,163.1626205444336,32.0,29.411,32,3.0,10.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1651200_726750000_2133000000,164.82396697998047,32.0,29.309,3.0,False,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,33,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,34,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,35,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_1344000_726750000_3199000000,146.03936004638672,32.0,32.201,3.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,36,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,37,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,38,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,12_2201600_726750000_3199000000,141.7566909790039,32.0,35.905,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,39,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_2201600_726750000_2133000000,159.15249633789062,32.0,32.011,40,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,4_1958400_930750000_3199000000,120.07979202270508,32.0,38.802,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,41,4.0,11.0,1.8,30.0,12_2201600_1300500000_3199000000,100.9795036315918,32.0,24.058,5.0,1.0,8_1958400_930750000_3199000000,252.32923030853271,32.0,33.3065,3.0,8_1958400_930750000_3199000000,117.94254302978516,32.0,40.817,4.0,True,0.2523292303085327,12_1036800_726750000_2133000000,367.1594858169556,32.0,23.481,1.0,12_1036800_726750000_2133000000,169.26416015625,32.0,28.803,2.0
