powermode_nn,infer_time_nn,bs_nn,interleaved_power_nn,power_budget,num_train_batches_nn,time_budget,arr_rate,powermode_random,infer_time_random,bs_random,interleaved_power_random,num_train_batches_random,flag,time_scaled,time_cond1,time_cond2
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,43.0,18.0,3.0,3.0,12_2201600_726750000_3199000000,366.3953857421875,4.0,38.41,11.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,44.0,18.0,3.0,3.0,12_2201600_726750000_3199000000,366.3953857421875,4.0,38.41,11.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,45.0,18.0,3.0,3.0,4_1958400_930750000_3199000000,296.3627166748047,4.0,44.8055,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,46.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,47.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,48.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,49.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,50.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,51.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,52.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,53.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,54.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,55.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,56.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,57.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,58.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,59.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,60.0,18.0,3.0,3.0,8_1958400_930750000_3199000000,287.0807037353516,4.0,45.512,14.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
4_1344000_522750000_665600000,65.53413009643555,4.0,18.975,19.0,5.0,3.5,3.0,4_1651200_318750000_665600000,261.2362823486328,1.0,18.775,0.0,True,0.06553413009643555,1.3988674634297689,0.19660239028930665
12_1036800_522750000_665600000,65.20588684082031,4.0,19.376,20.0,5.0,3.5,3.0,4_1344000_522750000_665600000,1001.8527221679688,4.0,19.883,1.0,True,0.0652058868408203,1.3985392201741536,0.19561766052246093
4_1651200_726750000_665600000,60.69894409179688,4.0,20.575,21.0,6.0,3.5,3.0,12_1036800_522750000_665600000,996.079071044922,4.0,20.477,1.0,True,0.06069894409179688,1.3940322774251301,0.18209683227539064
4_729600_726750000_2133000000,53.79641532897949,4.0,24.674,22.0,7.0,3.5,3.0,8_1958400_726750000_665600000,961.3175048828124,4.0,21.887,1.0,False,0.05379641532897949,1.3871297486623126,0.16138924598693846
12_2201600_318750000_2133000000,59.27635192871094,4.0,23.0845,23.0,7.0,3.5,3.0,8_1958400_726750000_665600000,961.3175048828124,4.0,21.887,1.0,True,0.05927635192871094,1.3926096852620442,0.1778290557861328
12_1036800_726750000_2133000000,36.74880027770996,4.0,28.095,24.0,13.0,3.5,3.0,8_1958400_318750000_2133000000,788.01171875,4.0,23.287,3.0,False,0.036748800277709964,1.3700821336110431,0.11024640083312989
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,25.0,13.0,3.5,3.0,8_1651200_318750000_3199000000,771.9433898925781,4.0,24.493,3.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,26.0,13.0,3.5,3.0,8_1651200_318750000_3199000000,771.9433898925781,4.0,24.493,3.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,27.0,13.0,3.5,3.0,8_1651200_318750000_3199000000,771.9433898925781,4.0,24.493,3.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,28.0,13.0,3.5,3.0,8_729600_522750000_2133000000,501.1186218261719,4.0,27.6515,6.0,True,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,29.0,13.0,3.5,3.0,8_1651200_522750000_2133000000,523.1075439453125,4.0,28.209,7.0,True,0.032223472595214846,1.3655568059285481,0.09667041778564453
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,30.0,15.0,3.5,3.0,12_1036800_522750000_3199000000,482.0770568847656,4.0,29.9585,7.0,False,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,31.0,15.0,3.5,3.0,12_1036800_522750000_3199000000,482.0770568847656,4.0,29.9585,7.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,32.0,15.0,3.5,3.0,8_422400_726750000_2133000000,775.8555603027344,8.0,31.914,13.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,33.0,15.0,3.5,3.0,8_422400_726750000_2133000000,775.8555603027344,8.0,31.914,13.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,34.0,15.0,3.5,3.0,8_1651200_726750000_2133000000,736.1339721679688,8.0,33.519,20.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,35.0,15.0,3.5,3.0,8_1651200_726750000_2133000000,736.1339721679688,8.0,33.519,20.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,36.0,15.0,3.5,3.0,12_1344000_726750000_3199000000,710.6617126464844,8.0,35.905,22.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,37.0,15.0,3.5,3.0,4_1651200_726750000_3199000000,693.650390625,8.0,36.306,23.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,38.0,18.0,3.5,3.0,4_1651200_726750000_3199000000,693.650390625,8.0,36.306,23.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,39.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,40.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,41.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,42.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,43.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,44.0,18.0,3.5,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,45.0,18.0,3.5,3.0,4_1958400_930750000_3199000000,537.5063171386719,8.0,44.833,29.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,46.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,47.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,48.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,49.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,50.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,51.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,52.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,53.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,54.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,55.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,56.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,57.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,58.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,59.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,60.0,18.0,3.5,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
4_1344000_522750000_665600000,65.53413009643555,4.0,18.975,19.0,5.0,4.0,3.0,4_1651200_318750000_665600000,261.2362823486328,1.0,18.775,0.0,True,0.06553413009643555,1.3988674634297689,0.19660239028930665
12_1036800_522750000_665600000,65.20588684082031,4.0,19.376,20.0,5.0,4.0,3.0,4_1344000_522750000_665600000,1001.8527221679688,4.0,19.883,1.0,True,0.0652058868408203,1.3985392201741536,0.19561766052246093
4_1651200_726750000_665600000,60.69894409179688,4.0,20.575,21.0,6.0,4.0,3.0,12_1036800_522750000_665600000,996.079071044922,4.0,20.477,1.0,True,0.06069894409179688,1.3940322774251301,0.18209683227539064
4_729600_726750000_2133000000,53.79641532897949,4.0,24.674,22.0,7.0,4.0,3.0,8_1958400_726750000_665600000,961.3175048828124,4.0,21.887,1.0,False,0.05379641532897949,1.3871297486623126,0.16138924598693846
12_2201600_318750000_2133000000,59.27635192871094,4.0,23.0845,23.0,7.0,4.0,3.0,8_1958400_726750000_665600000,961.3175048828124,4.0,21.887,1.0,True,0.05927635192871094,1.3926096852620442,0.1778290557861328
12_1036800_726750000_2133000000,36.74880027770996,4.0,28.095,24.0,13.0,4.0,3.0,8_1958400_318750000_2133000000,788.01171875,4.0,23.287,3.0,False,0.036748800277709964,1.3700821336110431,0.11024640083312989
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,25.0,13.0,4.0,3.0,8_1651200_318750000_3199000000,771.9433898925781,4.0,24.493,3.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,26.0,13.0,4.0,3.0,8_1651200_318750000_3199000000,771.9433898925781,4.0,24.493,3.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,27.0,13.0,4.0,3.0,8_729600_522750000_2133000000,1029.6469116210938,8.0,26.302,13.0,False,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,28.0,13.0,4.0,3.0,8_1651200_522750000_2133000000,989.9887084960938,8.0,27.907,14.0,True,0.032223472595214846,1.3655568059285481,0.09667041778564453
8_1651200_726750000_2133000000,32.223472595214844,4.0,28.186,29.0,13.0,4.0,3.0,4_1958400_522750000_2133000000,938.9733581542968,8.0,28.115,15.0,True,0.032223472595214846,1.3655568059285481,0.09667041778564453
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,30.0,15.0,4.0,3.0,4_1958400_522750000_2133000000,938.9733581542968,8.0,28.115,15.0,False,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,31.0,15.0,4.0,3.0,12_1958400_522750000_3199000000,918.5221557617188,8.0,30.821,16.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,32.0,15.0,4.0,3.0,12_2201600_522750000_3199000000,910.8003540039062,8.0,31.623,16.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,33.0,15.0,4.0,3.0,12_2201600_522750000_3199000000,910.8003540039062,8.0,31.623,16.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
4_1651200_726750000_3199000000,30.47430324554444,4.0,31.39,34.0,15.0,4.0,3.0,8_1651200_726750000_2133000000,736.1339721679688,8.0,33.519,20.0,True,0.03047430324554444,1.3638076365788776,0.09142290973663332
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,35.0,15.0,4.0,3.0,8_1651200_726750000_2133000000,736.1339721679688,8.0,33.519,20.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,36.0,15.0,4.0,3.0,12_1344000_726750000_3199000000,710.6617126464844,8.0,35.905,22.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
12_2201600_726750000_3199000000,29.13259220123291,4.0,34.497,37.0,15.0,4.0,3.0,4_1651200_726750000_3199000000,693.650390625,8.0,36.306,23.0,True,0.02913259220123291,1.3624659255345661,0.08739777660369874
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,38.0,18.0,4.0,3.0,4_1651200_726750000_3199000000,693.650390625,8.0,36.306,23.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,39.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,40.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,41.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,42.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,43.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,44.0,18.0,4.0,3.0,12_2201600_726750000_3199000000,670.3312683105469,8.0,38.02,24.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,45.0,18.0,4.0,3.0,4_1958400_930750000_3199000000,537.5063171386719,8.0,44.833,29.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,46.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,47.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,48.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,49.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,50.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,51.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
8_1958400_930750000_3199000000,23.40299129486084,4.0,37.809,52.0,18.0,4.0,3.0,8_1958400_930750000_3199000000,543.7320556640625,8.0,45.141,30.0,True,0.02340299129486084,1.356736324628194,0.07020897388458251
